,ISO,Country,BOS_KICKOFF_REVIEW_TRACKERID,AGENCY_NAME,participating,RISK_DESCRIPTION,LIKEHOOD,IMPACT,RISK_TREATMENT,MITIGATION_MEASURES,OVERALL_RISK
118,AFG,Afghanistan,229,UN,True,"Potentially leading to unhealthy relationships or monopolistic behaviour, perception of preferences, or collusion among suppliers resulting in uncompetitive prices, thus diminishing quality and creati",Possible,Slight Concern,Monitor,"Closely and timely monitoring of the LTAs, the performance of the Suppliers under LTA and do market research for changes in price in the market as well as on the new items in the market.",Medium
119,AFG,Afghanistan,229,UN WOMEN,True,"Potentially leading to unhealthy relationships or monopolistic behaviour, perception of preferences, or collusion among suppliers resulting in uncompetitive prices, thus diminishing quality and creati",Possible,Slight Concern,Monitor,"Closely and timely monitoring of the LTAs, the performance of the Suppliers under LTA and do market research for changes in price in the market as well as on the new items in the market.",Medium
120,AFG,Afghanistan,229,UNAIDS,True,"Potentially leading to unhealthy relationships or monopolistic behaviour, perception of preferences, or collusion among suppliers resulting in uncompetitive prices, thus diminishing quality and creati",Possible,Slight Concern,Monitor,"Closely and timely monitoring of the LTAs, the performance of the Suppliers under LTA and do market research for changes in price in the market as well as on the new items in the market.",Medium
121,AFG,Afghanistan,229,UNDP,True,"Potentially leading to unhealthy relationships or monopolistic behaviour, perception of preferences, or collusion among suppliers resulting in uncompetitive prices, thus diminishing quality and creati",Possible,Slight Concern,Monitor,"Closely and timely monitoring of the LTAs, the performance of the Suppliers under LTA and do market research for changes in price in the market as well as on the new items in the market.",Medium
122,AFG,Afghanistan,229,UNESCO,True,"Potentially leading to unhealthy relationships or monopolistic behaviour, perception of preferences, or collusion among suppliers resulting in uncompetitive prices, thus diminishing quality and creati",Possible,Slight Concern,Monitor,"Closely and timely monitoring of the LTAs, the performance of the Suppliers under LTA and do market research for changes in price in the market as well as on the new items in the market.",Medium
123,AFG,Afghanistan,229,UNFPA,True,"Potentially leading to unhealthy relationships or monopolistic behaviour, perception of preferences, or collusion among suppliers resulting in uncompetitive prices, thus diminishing quality and creati",Possible,Slight Concern,Monitor,"Closely and timely monitoring of the LTAs, the performance of the Suppliers under LTA and do market research for changes in price in the market as well as on the new items in the market.",Medium
124,AFG,Afghanistan,229,UNHCR,True,"Potentially leading to unhealthy relationships or monopolistic behaviour, perception of preferences, or collusion among suppliers resulting in uncompetitive prices, thus diminishing quality and creati",Possible,Slight Concern,Monitor,"Closely and timely monitoring of the LTAs, the performance of the Suppliers under LTA and do market research for changes in price in the market as well as on the new items in the market.",Medium
125,AFG,Afghanistan,229,UNICEF,True,"Potentially leading to unhealthy relationships or monopolistic behaviour, perception of preferences, or collusion among suppliers resulting in uncompetitive prices, thus diminishing quality and creati",Possible,Slight Concern,Monitor,"Closely and timely monitoring of the LTAs, the performance of the Suppliers under LTA and do market research for changes in price in the market as well as on the new items in the market.",Medium
126,AFG,Afghanistan,229,UNIDO,True,"Potentially leading to unhealthy relationships or monopolistic behaviour, perception of preferences, or collusion among suppliers resulting in uncompetitive prices, thus diminishing quality and creati",Possible,Slight Concern,Monitor,"Closely and timely monitoring of the LTAs, the performance of the Suppliers under LTA and do market research for changes in price in the market as well as on the new items in the market.",Medium
127,AFG,Afghanistan,229,UNOPS,True,"Potentially leading to unhealthy relationships or monopolistic behaviour, perception of preferences, or collusion among suppliers resulting in uncompetitive prices, thus diminishing quality and creati",Possible,Slight Concern,Monitor,"Closely and timely monitoring of the LTAs, the performance of the Suppliers under LTA and do market research for changes in price in the market as well as on the new items in the market.",Medium
128,AFG,Afghanistan,229,UNS - OCHA,True,"Potentially leading to unhealthy relationships or monopolistic behaviour, perception of preferences, or collusion among suppliers resulting in uncompetitive prices, thus diminishing quality and creati",Possible,Slight Concern,Monitor,"Closely and timely monitoring of the LTAs, the performance of the Suppliers under LTA and do market research for changes in price in the market as well as on the new items in the market.",Medium
129,AFG,Afghanistan,229,UNS - OHCHR,True,"Potentially leading to unhealthy relationships or monopolistic behaviour, perception of preferences, or collusion among suppliers resulting in uncompetitive prices, thus diminishing quality and creati",Possible,Slight Concern,Monitor,"Closely and timely monitoring of the LTAs, the performance of the Suppliers under LTA and do market research for changes in price in the market as well as on the new items in the market.",Medium
130,AFG,Afghanistan,229,UNS – RCOs,True,"Potentially leading to unhealthy relationships or monopolistic behaviour, perception of preferences, or collusion among suppliers resulting in uncompetitive prices, thus diminishing quality and creati",Possible,Slight Concern,Monitor,"Closely and timely monitoring of the LTAs, the performance of the Suppliers under LTA and do market research for changes in price in the market as well as on the new items in the market.",Medium
131,AFG,Afghanistan,229,UNS - UN Habitat,True,"Potentially leading to unhealthy relationships or monopolistic behaviour, perception of preferences, or collusion among suppliers resulting in uncompetitive prices, thus diminishing quality and creati",Possible,Slight Concern,Monitor,"Closely and timely monitoring of the LTAs, the performance of the Suppliers under LTA and do market research for changes in price in the market as well as on the new items in the market.",Medium
132,AFG,Afghanistan,229,UNS – UNAMA,True,"Potentially leading to unhealthy relationships or monopolistic behaviour, perception of preferences, or collusion among suppliers resulting in uncompetitive prices, thus diminishing quality and creati",Possible,Slight Concern,Monitor,"Closely and timely monitoring of the LTAs, the performance of the Suppliers under LTA and do market research for changes in price in the market as well as on the new items in the market.",Medium
133,AFG,Afghanistan,229,UNS - UNCTAD,True,"Potentially leading to unhealthy relationships or monopolistic behaviour, perception of preferences, or collusion among suppliers resulting in uncompetitive prices, thus diminishing quality and creati",Possible,Slight Concern,Monitor,"Closely and timely monitoring of the LTAs, the performance of the Suppliers under LTA and do market research for changes in price in the market as well as on the new items in the market.",Medium
134,AFG,Afghanistan,229,UNS - UNEP,True,"Potentially leading to unhealthy relationships or monopolistic behaviour, perception of preferences, or collusion among suppliers resulting in uncompetitive prices, thus diminishing quality and creati",Possible,Slight Concern,Monitor,"Closely and timely monitoring of the LTAs, the performance of the Suppliers under LTA and do market research for changes in price in the market as well as on the new items in the market.",Medium
135,AFG,Afghanistan,229,UNS - UNODC,True,"Potentially leading to unhealthy relationships or monopolistic behaviour, perception of preferences, or collusion among suppliers resulting in uncompetitive prices, thus diminishing quality and creati",Possible,Slight Concern,Monitor,"Closely and timely monitoring of the LTAs, the performance of the Suppliers under LTA and do market research for changes in price in the market as well as on the new items in the market.",Medium
136,AFG,Afghanistan,229,UNV,True,"Potentially leading to unhealthy relationships or monopolistic behaviour, perception of preferences, or collusion among suppliers resulting in uncompetitive prices, thus diminishing quality and creati",Possible,Slight Concern,Monitor,"Closely and timely monitoring of the LTAs, the performance of the Suppliers under LTA and do market research for changes in price in the market as well as on the new items in the market.",Medium
137,AFG,Afghanistan,229,WFP,True,"Potentially leading to unhealthy relationships or monopolistic behaviour, perception of preferences, or collusion among suppliers resulting in uncompetitive prices, thus diminishing quality and creati",Possible,Slight Concern,Monitor,"Closely and timely monitoring of the LTAs, the performance of the Suppliers under LTA and do market research for changes in price in the market as well as on the new items in the market.",Medium
138,AFG,Afghanistan,229,WHO,True,"Potentially leading to unhealthy relationships or monopolistic behaviour, perception of preferences, or collusion among suppliers resulting in uncompetitive prices, thus diminishing quality and creati",Possible,Slight Concern,Monitor,"Closely and timely monitoring of the LTAs, the performance of the Suppliers under LTA and do market research for changes in price in the market as well as on the new items in the market.",Medium
139,AFG,Afghanistan,229,World Bank,True,"Potentially leading to unhealthy relationships or monopolistic behaviour, perception of preferences, or collusion among suppliers resulting in uncompetitive prices, thus diminishing quality and creati",Possible,Slight Concern,Monitor,"Closely and timely monitoring of the LTAs, the performance of the Suppliers under LTA and do market research for changes in price in the market as well as on the new items in the market.",Medium
140,AFG,Afghanistan,229,FAO,True,Lengthy process and low contribution from the particular agencies.,Possible,Slight Concern,Accept,Close follow-up with the OMT member.,Medium
141,AFG,Afghanistan,229,IFAD,True,Lengthy process and low contribution from the particular agencies.,Possible,Slight Concern,Accept,Close follow-up with the OMT member.,Medium
142,AFG,Afghanistan,229,ILO,True,Lengthy process and low contribution from the particular agencies.,Possible,Slight Concern,Accept,Close follow-up with the OMT member.,Medium
143,AFG,Afghanistan,229,IMF,True,Lengthy process and low contribution from the particular agencies.,Possible,Slight Concern,Accept,Close follow-up with the OMT member.,Medium
144,AFG,Afghanistan,229,IOM,True,Lengthy process and low contribution from the particular agencies.,Possible,Slight Concern,Accept,Close follow-up with the OMT member.,Medium
145,AFG,Afghanistan,229,ITC,True,Lengthy process and low contribution from the particular agencies.,Possible,Slight Concern,Accept,Close follow-up with the OMT member.,Medium
146,AFG,Afghanistan,229,UN,True,Lengthy process and low contribution from the particular agencies.,Possible,Slight Concern,Accept,Close follow-up with the OMT member.,Medium
147,AFG,Afghanistan,229,UN WOMEN,True,Lengthy process and low contribution from the particular agencies.,Possible,Slight Concern,Accept,Close follow-up with the OMT member.,Medium
148,AFG,Afghanistan,229,UNAIDS,True,Lengthy process and low contribution from the particular agencies.,Possible,Slight Concern,Accept,Close follow-up with the OMT member.,Medium
149,AFG,Afghanistan,229,UNDP,True,Lengthy process and low contribution from the particular agencies.,Possible,Slight Concern,Accept,Close follow-up with the OMT member.,Medium
150,AFG,Afghanistan,229,UNESCO,True,Lengthy process and low contribution from the particular agencies.,Possible,Slight Concern,Accept,Close follow-up with the OMT member.,Medium
151,AFG,Afghanistan,229,UNFPA,True,Lengthy process and low contribution from the particular agencies.,Possible,Slight Concern,Accept,Close follow-up with the OMT member.,Medium
152,AFG,Afghanistan,229,UNHCR,True,Lengthy process and low contribution from the particular agencies.,Possible,Slight Concern,Accept,Close follow-up with the OMT member.,Medium
153,AFG,Afghanistan,229,UNICEF,True,Lengthy process and low contribution from the particular agencies.,Possible,Slight Concern,Accept,Close follow-up with the OMT member.,Medium
154,AFG,Afghanistan,229,UNIDO,True,Lengthy process and low contribution from the particular agencies.,Possible,Slight Concern,Accept,Close follow-up with the OMT member.,Medium
155,AFG,Afghanistan,229,UNOPS,True,Lengthy process and low contribution from the particular agencies.,Possible,Slight Concern,Accept,Close follow-up with the OMT member.,Medium
156,AFG,Afghanistan,229,UNS - OCHA,True,Lengthy process and low contribution from the particular agencies.,Possible,Slight Concern,Accept,Close follow-up with the OMT member.,Medium
157,AFG,Afghanistan,229,UNS - OHCHR,True,Lengthy process and low contribution from the particular agencies.,Possible,Slight Concern,Accept,Close follow-up with the OMT member.,Medium
158,AFG,Afghanistan,229,UNS – RCOs,True,Lengthy process and low contribution from the particular agencies.,Possible,Slight Concern,Accept,Close follow-up with the OMT member.,Medium
159,AFG,Afghanistan,229,UNS - UN Habitat,True,Lengthy process and low contribution from the particular agencies.,Possible,Slight Concern,Accept,Close follow-up with the OMT member.,Medium
160,AFG,Afghanistan,229,UNS – UNAMA,True,Lengthy process and low contribution from the particular agencies.,Possible,Slight Concern,Accept,Close follow-up with the OMT member.,Medium
161,AFG,Afghanistan,229,UNS - UNCTAD,True,Lengthy process and low contribution from the particular agencies.,Possible,Slight Concern,Accept,Close follow-up with the OMT member.,Medium
162,AFG,Afghanistan,229,UNS - UNEP,True,Lengthy process and low contribution from the particular agencies.,Possible,Slight Concern,Accept,Close follow-up with the OMT member.,Medium
163,AFG,Afghanistan,229,UNS - UNODC,True,Lengthy process and low contribution from the particular agencies.,Possible,Slight Concern,Accept,Close follow-up with the OMT member.,Medium
164,AFG,Afghanistan,229,UNV,True,Lengthy process and low contribution from the particular agencies.,Possible,Slight Concern,Accept,Close follow-up with the OMT member.,Medium
165,AFG,Afghanistan,229,WFP,True,Lengthy process and low contribution from the particular agencies.,Possible,Slight Concern,Accept,Close follow-up with the OMT member.,Medium
166,AFG,Afghanistan,229,WHO,True,Lengthy process and low contribution from the particular agencies.,Possible,Slight Concern,Accept,Close follow-up with the OMT member.,Medium
167,AFG,Afghanistan,229,World Bank,True,Lengthy process and low contribution from the particular agencies.,Possible,Slight Concern,Accept,Close follow-up with the OMT member.,Medium
168,AFG,Afghanistan,229,FAO,True,Change in the Security Council mandate of the Mission,Possible,Significant Concern,Accept,Beyond mission level control.,High
169,AFG,Afghanistan,229,IFAD,True,Change in the Security Council mandate of the Mission,Possible,Significant Concern,Accept,Beyond mission level control.,High
170,AFG,Afghanistan,229,ILO,True,Change in the Security Council mandate of the Mission,Possible,Significant Concern,Accept,Beyond mission level control.,High
171,AFG,Afghanistan,229,IMF,True,Change in the Security Council mandate of the Mission,Possible,Significant Concern,Accept,Beyond mission level control.,High
172,AFG,Afghanistan,229,IOM,True,Change in the Security Council mandate of the Mission,Possible,Significant Concern,Accept,Beyond mission level control.,High
173,AFG,Afghanistan,229,ITC,True,Change in the Security Council mandate of the Mission,Possible,Significant Concern,Accept,Beyond mission level control.,High
174,AFG,Afghanistan,229,UN,True,Change in the Security Council mandate of the Mission,Possible,Significant Concern,Accept,Beyond mission level control.,High
175,AFG,Afghanistan,229,UN WOMEN,True,Change in the Security Council mandate of the Mission,Possible,Significant Concern,Accept,Beyond mission level control.,High
176,AFG,Afghanistan,229,UNAIDS,True,Change in the Security Council mandate of the Mission,Possible,Significant Concern,Accept,Beyond mission level control.,High
177,AFG,Afghanistan,229,UNDP,True,Change in the Security Council mandate of the Mission,Possible,Significant Concern,Accept,Beyond mission level control.,High
178,AFG,Afghanistan,229,UNESCO,True,Change in the Security Council mandate of the Mission,Possible,Significant Concern,Accept,Beyond mission level control.,High
179,AFG,Afghanistan,229,UNFPA,True,Change in the Security Council mandate of the Mission,Possible,Significant Concern,Accept,Beyond mission level control.,High
180,AFG,Afghanistan,229,UNHCR,True,Change in the Security Council mandate of the Mission,Possible,Significant Concern,Accept,Beyond mission level control.,High
181,AFG,Afghanistan,229,UNICEF,True,Change in the Security Council mandate of the Mission,Possible,Significant Concern,Accept,Beyond mission level control.,High
182,AFG,Afghanistan,229,UNIDO,True,Change in the Security Council mandate of the Mission,Possible,Significant Concern,Accept,Beyond mission level control.,High
183,AFG,Afghanistan,229,UNOPS,True,Change in the Security Council mandate of the Mission,Possible,Significant Concern,Accept,Beyond mission level control.,High
184,AFG,Afghanistan,229,UNS - OCHA,True,Change in the Security Council mandate of the Mission,Possible,Significant Concern,Accept,Beyond mission level control.,High
185,AFG,Afghanistan,229,UNS - OHCHR,True,Change in the Security Council mandate of the Mission,Possible,Significant Concern,Accept,Beyond mission level control.,High
186,AFG,Afghanistan,229,UNS – RCOs,True,Change in the Security Council mandate of the Mission,Possible,Significant Concern,Accept,Beyond mission level control.,High
187,AFG,Afghanistan,229,UNS - UN Habitat,True,Change in the Security Council mandate of the Mission,Possible,Significant Concern,Accept,Beyond mission level control.,High
188,AFG,Afghanistan,229,UNS – UNAMA,True,Change in the Security Council mandate of the Mission,Possible,Significant Concern,Accept,Beyond mission level control.,High
189,AFG,Afghanistan,229,UNS - UNCTAD,True,Change in the Security Council mandate of the Mission,Possible,Significant Concern,Accept,Beyond mission level control.,High
190,AFG,Afghanistan,229,UNS - UNEP,True,Change in the Security Council mandate of the Mission,Possible,Significant Concern,Accept,Beyond mission level control.,High
191,AFG,Afghanistan,229,UNS - UNODC,True,Change in the Security Council mandate of the Mission,Possible,Significant Concern,Accept,Beyond mission level control.,High
192,AFG,Afghanistan,229,UNV,True,Change in the Security Council mandate of the Mission,Possible,Significant Concern,Accept,Beyond mission level control.,High
193,AFG,Afghanistan,229,WFP,True,Change in the Security Council mandate of the Mission,Possible,Significant Concern,Accept,Beyond mission level control.,High
194,AFG,Afghanistan,229,WHO,True,Change in the Security Council mandate of the Mission,Possible,Significant Concern,Accept,Beyond mission level control.,High
195,AFG,Afghanistan,229,World Bank,True,Change in the Security Council mandate of the Mission,Possible,Significant Concern,Accept,Beyond mission level control.,High
196,AFG,Afghanistan,229,FAO,True,Change in the Security Council mandate of the Mission,Possible,Significant Concern,Accept,Beyond mission level control,High
197,AFG,Afghanistan,229,IFAD,True,Change in the Security Council mandate of the Mission,Possible,Significant Concern,Accept,Beyond mission level control,High
198,AFG,Afghanistan,229,ILO,True,Change in the Security Council mandate of the Mission,Possible,Significant Concern,Accept,Beyond mission level control,High
199,AFG,Afghanistan,229,IMF,True,Change in the Security Council mandate of the Mission,Possible,Significant Concern,Accept,Beyond mission level control,High
200,AFG,Afghanistan,229,IOM,True,Change in the Security Council mandate of the Mission,Possible,Significant Concern,Accept,Beyond mission level control,High
201,AFG,Afghanistan,229,ITC,True,Change in the Security Council mandate of the Mission,Possible,Significant Concern,Accept,Beyond mission level control,High
202,AFG,Afghanistan,229,UN,True,Change in the Security Council mandate of the Mission,Possible,Significant Concern,Accept,Beyond mission level control,High
203,AFG,Afghanistan,229,UN WOMEN,True,Change in the Security Council mandate of the Mission,Possible,Significant Concern,Accept,Beyond mission level control,High
204,AFG,Afghanistan,229,UNAIDS,True,Change in the Security Council mandate of the Mission,Possible,Significant Concern,Accept,Beyond mission level control,High
205,AFG,Afghanistan,229,UNDP,True,Change in the Security Council mandate of the Mission,Possible,Significant Concern,Accept,Beyond mission level control,High
206,AFG,Afghanistan,229,UNESCO,True,Change in the Security Council mandate of the Mission,Possible,Significant Concern,Accept,Beyond mission level control,High
207,AFG,Afghanistan,229,UNFPA,True,Change in the Security Council mandate of the Mission,Possible,Significant Concern,Accept,Beyond mission level control,High
208,AFG,Afghanistan,229,UNHCR,True,Change in the Security Council mandate of the Mission,Possible,Significant Concern,Accept,Beyond mission level control,High
209,AFG,Afghanistan,229,UNICEF,True,Change in the Security Council mandate of the Mission,Possible,Significant Concern,Accept,Beyond mission level control,High
210,AFG,Afghanistan,229,UNIDO,True,Change in the Security Council mandate of the Mission,Possible,Significant Concern,Accept,Beyond mission level control,High
211,AFG,Afghanistan,229,UNOPS,True,Change in the Security Council mandate of the Mission,Possible,Significant Concern,Accept,Beyond mission level control,High
212,AFG,Afghanistan,229,UNS - OCHA,True,Change in the Security Council mandate of the Mission,Possible,Significant Concern,Accept,Beyond mission level control,High
213,AFG,Afghanistan,229,UNS - OHCHR,True,Change in the Security Council mandate of the Mission,Possible,Significant Concern,Accept,Beyond mission level control,High
214,AFG,Afghanistan,229,UNS – RCOs,True,Change in the Security Council mandate of the Mission,Possible,Significant Concern,Accept,Beyond mission level control,High
215,AFG,Afghanistan,229,UNS - UN Habitat,True,Change in the Security Council mandate of the Mission,Possible,Significant Concern,Accept,Beyond mission level control,High
216,AFG,Afghanistan,229,UNS – UNAMA,True,Change in the Security Council mandate of the Mission,Possible,Significant Concern,Accept,Beyond mission level control,High
217,AFG,Afghanistan,229,UNS - UNCTAD,True,Change in the Security Council mandate of the Mission,Possible,Significant Concern,Accept,Beyond mission level control,High
218,AFG,Afghanistan,229,UNS - UNEP,True,Change in the Security Council mandate of the Mission,Possible,Significant Concern,Accept,Beyond mission level control,High
219,AFG,Afghanistan,229,UNS - UNODC,True,Change in the Security Council mandate of the Mission,Possible,Significant Concern,Accept,Beyond mission level control,High
220,AFG,Afghanistan,229,UNV,True,Change in the Security Council mandate of the Mission,Possible,Significant Concern,Accept,Beyond mission level control,High
221,AFG,Afghanistan,229,WFP,True,Change in the Security Council mandate of the Mission,Possible,Significant Concern,Accept,Beyond mission level control,High
222,AFG,Afghanistan,229,WHO,True,Change in the Security Council mandate of the Mission,Possible,Significant Concern,Accept,Beyond mission level control,High
223,AFG,Afghanistan,229,World Bank,True,Change in the Security Council mandate of the Mission,Possible,Significant Concern,Accept,Beyond mission level control,High
224,AFG,Afghanistan,229,FAO,True, A funding cut imposed by the legislative bodies.,Possible,Significant Concern,Accept,Adjust service delivery according to the funding availability,High
225,AFG,Afghanistan,229,IFAD,True, A funding cut imposed by the legislative bodies.,Possible,Significant Concern,Accept,Adjust service delivery according to the funding availability,High
226,AFG,Afghanistan,229,ILO,True, A funding cut imposed by the legislative bodies.,Possible,Significant Concern,Accept,Adjust service delivery according to the funding availability,High
227,AFG,Afghanistan,229,IMF,True, A funding cut imposed by the legislative bodies.,Possible,Significant Concern,Accept,Adjust service delivery according to the funding availability,High
228,AFG,Afghanistan,229,IOM,True, A funding cut imposed by the legislative bodies.,Possible,Significant Concern,Accept,Adjust service delivery according to the funding availability,High
229,AFG,Afghanistan,229,ITC,True, A funding cut imposed by the legislative bodies.,Possible,Significant Concern,Accept,Adjust service delivery according to the funding availability,High
230,AFG,Afghanistan,229,UN,True, A funding cut imposed by the legislative bodies.,Possible,Significant Concern,Accept,Adjust service delivery according to the funding availability,High
231,AFG,Afghanistan,229,UN WOMEN,True, A funding cut imposed by the legislative bodies.,Possible,Significant Concern,Accept,Adjust service delivery according to the funding availability,High
232,AFG,Afghanistan,229,UNAIDS,True, A funding cut imposed by the legislative bodies.,Possible,Significant Concern,Accept,Adjust service delivery according to the funding availability,High
233,AFG,Afghanistan,229,UNDP,True, A funding cut imposed by the legislative bodies.,Possible,Significant Concern,Accept,Adjust service delivery according to the funding availability,High
234,AFG,Afghanistan,229,UNESCO,True, A funding cut imposed by the legislative bodies.,Possible,Significant Concern,Accept,Adjust service delivery according to the funding availability,High
235,AFG,Afghanistan,229,UNFPA,True, A funding cut imposed by the legislative bodies.,Possible,Significant Concern,Accept,Adjust service delivery according to the funding availability,High
236,AFG,Afghanistan,229,UNHCR,True, A funding cut imposed by the legislative bodies.,Possible,Significant Concern,Accept,Adjust service delivery according to the funding availability,High
237,AFG,Afghanistan,229,UNICEF,True, A funding cut imposed by the legislative bodies.,Possible,Significant Concern,Accept,Adjust service delivery according to the funding availability,High
238,AFG,Afghanistan,229,UNIDO,True, A funding cut imposed by the legislative bodies.,Possible,Significant Concern,Accept,Adjust service delivery according to the funding availability,High
239,AFG,Afghanistan,229,UNOPS,True, A funding cut imposed by the legislative bodies.,Possible,Significant Concern,Accept,Adjust service delivery according to the funding availability,High
240,AFG,Afghanistan,229,UNS - OCHA,True, A funding cut imposed by the legislative bodies.,Possible,Significant Concern,Accept,Adjust service delivery according to the funding availability,High
241,AFG,Afghanistan,229,UNS - OHCHR,True, A funding cut imposed by the legislative bodies.,Possible,Significant Concern,Accept,Adjust service delivery according to the funding availability,High
242,AFG,Afghanistan,229,UNS – RCOs,True, A funding cut imposed by the legislative bodies.,Possible,Significant Concern,Accept,Adjust service delivery according to the funding availability,High
243,AFG,Afghanistan,229,UNS - UN Habitat,True, A funding cut imposed by the legislative bodies.,Possible,Significant Concern,Accept,Adjust service delivery according to the funding availability,High
244,AFG,Afghanistan,229,UNS – UNAMA,True, A funding cut imposed by the legislative bodies.,Possible,Significant Concern,Accept,Adjust service delivery according to the funding availability,High
245,AFG,Afghanistan,229,UNS - UNCTAD,True, A funding cut imposed by the legislative bodies.,Possible,Significant Concern,Accept,Adjust service delivery according to the funding availability,High
246,AFG,Afghanistan,229,UNS - UNEP,True, A funding cut imposed by the legislative bodies.,Possible,Significant Concern,Accept,Adjust service delivery according to the funding availability,High
247,AFG,Afghanistan,229,UNS - UNODC,True, A funding cut imposed by the legislative bodies.,Possible,Significant Concern,Accept,Adjust service delivery according to the funding availability,High
248,AFG,Afghanistan,229,UNV,True, A funding cut imposed by the legislative bodies.,Possible,Significant Concern,Accept,Adjust service delivery according to the funding availability,High
249,AFG,Afghanistan,229,WFP,True, A funding cut imposed by the legislative bodies.,Possible,Significant Concern,Accept,Adjust service delivery according to the funding availability,High
250,AFG,Afghanistan,229,WHO,True, A funding cut imposed by the legislative bodies.,Possible,Significant Concern,Accept,Adjust service delivery according to the funding availability,High
251,AFG,Afghanistan,229,World Bank,True, A funding cut imposed by the legislative bodies.,Possible,Significant Concern,Accept,Adjust service delivery according to the funding availability,High
252,AFG,Afghanistan,229,FAO,True,Adjust programme delivery according to the level of threat,Possible,Significant Concern,Monitor,Adjust programme delivery according to the level of threat.,High
253,AFG,Afghanistan,229,IFAD,True,Adjust programme delivery according to the level of threat,Possible,Significant Concern,Monitor,Adjust programme delivery according to the level of threat.,High
254,AFG,Afghanistan,229,ILO,True,Adjust programme delivery according to the level of threat,Possible,Significant Concern,Monitor,Adjust programme delivery according to the level of threat.,High
255,AFG,Afghanistan,229,IMF,True,Adjust programme delivery according to the level of threat,Possible,Significant Concern,Monitor,Adjust programme delivery according to the level of threat.,High
256,AFG,Afghanistan,229,IOM,True,Adjust programme delivery according to the level of threat,Possible,Significant Concern,Monitor,Adjust programme delivery according to the level of threat.,High
257,AFG,Afghanistan,229,ITC,True,Adjust programme delivery according to the level of threat,Possible,Significant Concern,Monitor,Adjust programme delivery according to the level of threat.,High
258,AFG,Afghanistan,229,UN,True,Adjust programme delivery according to the level of threat,Possible,Significant Concern,Monitor,Adjust programme delivery according to the level of threat.,High
259,AFG,Afghanistan,229,UN WOMEN,True,Adjust programme delivery according to the level of threat,Possible,Significant Concern,Monitor,Adjust programme delivery according to the level of threat.,High
260,AFG,Afghanistan,229,UNAIDS,True,Adjust programme delivery according to the level of threat,Possible,Significant Concern,Monitor,Adjust programme delivery according to the level of threat.,High
261,AFG,Afghanistan,229,UNDP,True,Adjust programme delivery according to the level of threat,Possible,Significant Concern,Monitor,Adjust programme delivery according to the level of threat.,High
262,AFG,Afghanistan,229,UNESCO,True,Adjust programme delivery according to the level of threat,Possible,Significant Concern,Monitor,Adjust programme delivery according to the level of threat.,High
263,AFG,Afghanistan,229,UNFPA,True,Adjust programme delivery according to the level of threat,Possible,Significant Concern,Monitor,Adjust programme delivery according to the level of threat.,High
264,AFG,Afghanistan,229,UNHCR,True,Adjust programme delivery according to the level of threat,Possible,Significant Concern,Monitor,Adjust programme delivery according to the level of threat.,High
265,AFG,Afghanistan,229,UNICEF,True,Adjust programme delivery according to the level of threat,Possible,Significant Concern,Monitor,Adjust programme delivery according to the level of threat.,High
266,AFG,Afghanistan,229,UNIDO,True,Adjust programme delivery according to the level of threat,Possible,Significant Concern,Monitor,Adjust programme delivery according to the level of threat.,High
267,AFG,Afghanistan,229,UNOPS,True,Adjust programme delivery according to the level of threat,Possible,Significant Concern,Monitor,Adjust programme delivery according to the level of threat.,High
268,AFG,Afghanistan,229,UNS - OCHA,True,Adjust programme delivery according to the level of threat,Possible,Significant Concern,Monitor,Adjust programme delivery according to the level of threat.,High
269,AFG,Afghanistan,229,UNS - OHCHR,True,Adjust programme delivery according to the level of threat,Possible,Significant Concern,Monitor,Adjust programme delivery according to the level of threat.,High
270,AFG,Afghanistan,229,UNS – RCOs,True,Adjust programme delivery according to the level of threat,Possible,Significant Concern,Monitor,Adjust programme delivery according to the level of threat.,High
271,AFG,Afghanistan,229,UNS - UN Habitat,True,Adjust programme delivery according to the level of threat,Possible,Significant Concern,Monitor,Adjust programme delivery according to the level of threat.,High
272,AFG,Afghanistan,229,UNS – UNAMA,True,Adjust programme delivery according to the level of threat,Possible,Significant Concern,Monitor,Adjust programme delivery according to the level of threat.,High
273,AFG,Afghanistan,229,UNS - UNCTAD,True,Adjust programme delivery according to the level of threat,Possible,Significant Concern,Monitor,Adjust programme delivery according to the level of threat.,High
274,AFG,Afghanistan,229,UNS - UNEP,True,Adjust programme delivery according to the level of threat,Possible,Significant Concern,Monitor,Adjust programme delivery according to the level of threat.,High
275,AFG,Afghanistan,229,UNS - UNODC,True,Adjust programme delivery according to the level of threat,Possible,Significant Concern,Monitor,Adjust programme delivery according to the level of threat.,High
276,AFG,Afghanistan,229,UNV,True,Adjust programme delivery according to the level of threat,Possible,Significant Concern,Monitor,Adjust programme delivery according to the level of threat.,High
277,AFG,Afghanistan,229,WFP,True,Adjust programme delivery according to the level of threat,Possible,Significant Concern,Monitor,Adjust programme delivery according to the level of threat.,High
278,AFG,Afghanistan,229,WHO,True,Adjust programme delivery according to the level of threat,Possible,Significant Concern,Monitor,Adjust programme delivery according to the level of threat.,High
279,AFG,Afghanistan,229,World Bank,True,Adjust programme delivery according to the level of threat,Possible,Significant Concern,Monitor,Adjust programme delivery according to the level of threat.,High
280,AFG,Afghanistan,229,FAO,True,Escalation in the number of security incidents,Possible,Significant Concern,Monitor,Adjust programme delivery according to the level of threat.,High
