iso;COUNTRY;KICKOFF_TRACKERID;startDate;endDate;description
TLS;Timor-Leste;388;2024-01-01;2024-03-31;"The Business Operations Strategy (BOS) in Timor-Leste is an integral part of the Secretary-General’s UN development system reform agenda.  It is a results-based framework that focuses on joint business operations with the purpose of eliminating duplication, leveraging the common bargaining power of the UN and maximizing economies of scale.

The impact of UN programmes in Timor-Leste is directly related to the effectiveness, efficiency and cost of the operations that support them.  The main objective of this BOS, therefore, is to enable joint work and generate greater efficiencies, synergies and coherence required to implement the UN Development Assistance Framework (UNDAF) 2015-2020.  The results achieved through the implementation of BOS 2.0. will be integral for the implementation of the UN Sustainable Development Cooperation Framework (UNSDCF) 2021-2025 in Timor-Leste.

The UN House in Timor Leste was endorsed as UN Common Premises in 2012. Since then the agencies occupying the UN House are sharing the common cost, where most of the cost avoidance was realized. Therefore, the highest expectation of Timor Leste established BOS 2.0 is for quality improvement in all identified common services.

Timor Leste BOS 2.0 focuses on common services that are developed jointly or delivered by one UN entity on behalf of one or more other UN entities.  It does not include or replace individual agency operations plans.

Common services for collaboration were identified in the areas of: common administration services including common facilities/premises; common ICT services; and, common procurement services.  The following UN Agencies are participating in the Timor-Leste BOS: UN/RCO, IOM, UNDP, UNESCO, UNFPA, UNICEF, UN WOMEN, WFP WHO, ILO, UNCDF & FAO.

The UN Resident Coordinator (RC) is accountable to the Secretary-General for the development, implementation, monitoring and reporting of the BOS and steps towards a common back office.  The UNCT provides overall oversight of the BOS process, approval and release of necessary agency and joint resources, sign-off of the final BOS and annual reporting.  The Operations Management Team (chaired by UNDP) is responsible to facilitate development and implementation of the BOS in Timor-Leste, with coordination and support from the UN Resident Coordinator’s Office (RCO) and with additional guidance from the Regional Development Coordination Office (DCO).

The 2021 Annual Reporting process conducted by the OMT showed noticeable quality improvement in premises management and ICT Services hence it is decided to continue as is and/or scale up services. "
TTO;Trinidad and Tobago;414;2024-01-01;2024-03-31;"Mrs. Jennifer Jones-Morales is the Chair of the OMT, POS, Trinidad and Tobago.  She is the Senior Operations Officer at the International Labour Organization.
Eleven (agencies) participated in the BOS2.0 exercise in 2020.   They are ILO, FAO, IOM, PAHO, UN, UNDP, UNFPA, UNHCR, UNICEF, UNS- ECLAC, UNS-DGC.   In the case of UNICEF, the OMT representative is stationed in Barbados.  UNWOMEN has also joined the OMT subsequently. In total, 19 officials were engaged in the exercise as procurement specialists  from some organizations / agencies joined in the latter part to assist with the provision of information.  Additional staff joined from UNDP, ILO, PAHO, WFP, UNS-RCO and UNWOMEN. 

There were  eight (8)  Stock Take Activities: Travel Services, Plants Management, Meeting Room and Conference Facility Management, Cleaning Services, Security Services (outsourced), Pest Control Services, Parking Services and Help Desk.  Except for the Travel Services, most of the Stock Take exercise comprised services that were offered in UNDP House to the resident agencies.   

For the 2023 Review, we are pleased to advise that UNDP had established an LTA for Cleaning.   IT was decided that UNFPA will withdraw from the Working Group on Human Resources - Well being because they were no longer purchasing large amounts of PPE equipment.  As a consequence, we would have to discontinue with this Working Group. Whilst WFP  has joined the OMT, they  did not participate in  this exercise.  There was the reclassification of three  agencies, formally UN Recs  & OaHs.  They were ECLAC, UNIC and RCO .  They are now UNS-ECLAC, UNS-DGC and UNS-RCO  We have also made progress in the Implementation Plan for Accommodation and Events  and Conference facilities as well as banking and Photocopier equipment rental.  The future benefit is estimated at USD516, 526 and the Realised cost os USD112,779."
TUN;Tunisia;389;2024-01-01;2024-03-31;"La Stratégie des Opérations de l’ONU (BOS) pour la Tunisie est à sa deuxième année de mise en œuvre, depuis son lancement en décembre 2020.

Pour l’année 2022, un certain nombre d’activités ont été réalisées avec la participation des quatre groupes de travail, les groupes Ressources Humaines, Finance, Administration/logistique et Achats. Le processus de la revue annuelle du BOS 2022 vient d’être lancé, avec des Webinars proposés par DCO, et devra être clôturée le 31mars 2023. Certains services, notamment la création des LTAs, a permis d’éviter des coûts.

En adoptant cette stratégie, l’équipe pays a marqué son engagement pour la réalisation des priorités du Secrétaire Général des Nations Unies visant à garantir une gestion efficace des ressources à travers la mise en place de services communs pour l’ensemble du système des Nations Unies. Le BOS pour la Tunisie rend ces objectifs quantifiables et permet un suivi continu des progrès et une évaluation des coûts et de la qualité des services communs.

Il existe 4 sous-groupes pour la mise en œuvre du BOS, il s'agit de l'Administration, des Achats, des Ressources Humaines et de Finance. En 2022, les réalisations des groupes se présentent comme suit:

Groupe Procurement 
- Plateforme des LTAs: 4 LTAs sur les 7 ont été renouvelées ou créés,  
-  Opérationnalisation de la plate-forme de partage des LTAs accessible à toutes les agences.

Groupe RH 
- Roster commun de consultants: Plateforme est opérationnelle et accessible aux points focaux des agences participantes 
- Support à 2 enquêtes intérimaires : Support à la finalisation de l’EI de 2019 & conduite de EI 2021

Groupe Admin/Logistique 
- Fleet-tracker inter-agences: une plateforme de covoiturage commune de gestion des déplacements (gestion responsable de la flotte). Bien qu’existant, la pateforme n’est pas utilisée par toutes les agences. Un effort devra être fait par le groupe pour la vulgariser
- Formation sur plateforme: Utilisation de la plateforme au profit des agences participantes

Groupe Finances
- Harmonized Approach to Cash Transfer (HACT): Mise en place d’une base de données Base HACT: la base de données est en cours de finalisation.
- Création d’une LTA pour les sociétés locales d’audit : les Termes de Références ont été validés.

L’OMT, à travers le BOS, continuera à appuyer l’UNCT et toutes les agences du Système des Nations Unies dans l’atteinte des objectifs communs. "
TUR;Türkiye;390;2024-01-01;2024-03-31;"In accordance with the Secretary General’s vision for the UN reform at the operational level, the United Nations Country Team (UNCT) in Turkiye developed its Business Operations Strategy (BOS). The BOS covers the UNCT priorities in the areas of common operations for 2020-2024 and builds on ongoing efforts by the UNCT to harmonize and simplify its business operations and aims to address the gaps identified by the UN General Assembly in strategic planning, coordination, and monitoring of the UN inter-agency operations activities.

The present BOS aims to introduce new opportunities for collaboration and initiatives for UNCT for the next five years. The BOS is developed by the five OMT working groups (Procurement, ICT, Administration, Human Resources, and Finance). Following the methodological steps in the BOS platform to identify unaddressed needs, explore possible opportunities, and prioritize those based on a cost-benefit analysis.

All the initiatives in the BOS are the results of the ongoing business operations in the five (5) common thematic areas of the BOS. Common services already exist in each of the following areas: Procurement, ICT, Administration, Human Resources, and Finance. Selected initiatives were translated into a result framework to allow monitoring of progress throughout the stated five years.

The objective of the BOS is to further improve the quality, timeliness, and cost-effectiveness of the UNCT’s operations. It is expected that a full BOS implementation during this five-year cycle will result in cost-avoidance of USD3M in total as net benefits through efficiency gains in goods and services procurement, labour costs, as well as from avoidances in expenses (following a rather moderate estimation and approach).

The savings derive mostly from common negotiation of joint Long-Term Agreements (LTA), thus saving staff time and leveraging the common negotiating power leading to receiving better value for money and enhanced quality of service. Besides the above-mentioned benefits, a positive side-effect, which has been commonly identified by all OMT members participating in the development of the BOS, was the synergies developed - the spirit of common collaboration and the dynamics to boost further interagency cooperation. There are already other activities, which are not included in the BOS, but have been and are being developed, and the momentum that has been created through collaboration should neither be undervalued nor lost.

Finally, the proposed initiatives require minimum or no monetary investment, but the staff time dedicated to the joint effort and agencies’ commitment reflect the importance of an empowered OMT.

Successful implementation of the BOS in Turkiye requires a continued high level of commitment and support from the UNCT and OMT, as well as a steady coordination and monitoring mechanism that will allow for the gradual reduction in transaction costs and reduced duplication of operational support to programme delivery."
TZA;Tanzania;394;2024-01-01;2024-03-31;"In 2007, the United Republic of Tanzania was among the eight pilot countries of Delivery as one with the overall aim of achieving greater impact by being coherent and effective in delivering development results and humanitarian support, while harmonizing business practices across agencies for increased efficiency. The key elements of the pilot were: One Programme, One Leader, One Office, One Budget, One Voice (subsequently renamed Communicating as One).

In 2012, the One Office became Operating as One with the launch in 2012 of the Business Operations Strategy (BOS), which in 2016 was integrated to the UNDAP II (2016-2021) as non-programmatic activities.

As part of the UN reforms, the UNCT and OMT decided to revamp the existing Operating as One in BOS 2.0, starting 1 January 2020 by reviewing the relevance of existing collaboration and identifying new opportunities of collaboration. Among the already existing 35 collaborations, the OMT proposed in 2020 BOS to discontinue two services and identified seven new ones.

In 2022, it was proposed to discontinue one service under Human Resources on staff on boarding and add a new one under Finance Services. In total 49 common services are now included in the BOS across the five working groups. While procurement does not have most services, it represents the lead Working Group as it supports most of administration and ICT services through establishment of LTAs.

Since the COVID-19 pandemic outbreak in 2020, the UNCT prioritised UN cares activities. The OMT developed a UN duty of care plan including all 23 AFPs, which was fully endorsed and funded by UNCT. This plan was integrated to the BOS. During the 2022 annual review, the staff welfare plan included vaccinations and COVID-19 testing services. These activities are part of the medical services and dispensary common service.

In addition, considerable focus was put on reviewing and assessing the services, as well as developing a more detailed implementation plan with specific timelines. Meanwhile, lead agencies and responsible persons for activities under each service were reviewed and updated. IRMCT and the RCO are reflected in the BOS under the UN. OHCHR and UNCTAD, as non-resident entities are not part of the BOS. The total number of participating agencies is 21.  

The review led to an increased integration of the leave no one behind principle into the BOS. The following six new services were added: Reasonable Accommodation for Persons with Disability; Recruitment of Persons with Disabilities; Staff Training and Activities for Disability Inclusion; Accessibility in Procurement Services; Mapping of Accessible venues; and UN accessibility plan for the one UN house in place, as part of mapping existing physical accessibility in premises.

Gender responsiveness remains a high priority for the BOS. The OMT, with the active support of UN Women and in line with the UNCT-SWAP gender equality scorecard’s recommendations, introduced four gender-related KPIs in 2020: three in HR common Services (gender parity, women retained on the HR roster, gender trainings), and one in procurement (women-owned businesses on the vendor roster). In addition, the OMT decided to add PSEA – Prevention of Sexual Exploitation and Abuse; Gender-Responsive Procurement Sourcing; and Gender Parity as new common services.

Environmental sustainability was integrated into the BOS under a new service Environmental Responsive Procurement Sourcing. In addition, aligned with the UN Youth Strategy, new activities on youth and internships were included under existing Human Resource service lines.

The total budget of the BOS is USD 2.2 million. In general, the costs are shared among participating agencies and activities are funded on annual basis.

Following the annual reporting on the achieved benefits and the BOS review process, the expected cost avoidance to be achieved during five years (January 2020-December 2024) is USD 4.8 million. Of this, USD 2.2 million cost avoidance has been realized so far. Quality improvement is at the centre of the BOS collaboration, and this has been particularly emphasized by UNCT.

The UNCT members have committed to allocating financial and human resources for the achievement of BOS’ objectives and ensuring the active use of the mutual recognition."
UGA;Uganda;392;2024-01-01;2024-03-31;"Consistent with the Economic and Social Council (ECOSOC) resolution requiring the UN to explore ways to enhance cooperation, collaboration and coordination while employing the sense of urgency in streamlining its business processes with the hope to reduce transaction costs and demonstrate operational efficiency; and in accordance with global best practices, the UNCT, through its Operations Management Team (OMT), set out to develop this business strategy (BOS). The BOS is a results-based framework that focuses on joint business operations with the purpose of eliminating duplication, leveraging the common bargaining power of the UN and maximizing economies of scale.

The UNCT in Uganda, consisting of 29 UN entities and the UN RCO and those with physical presence in country as well as those who do not, developed BOS 2.0 in 2020 with the overall aim of achieving greater impact by being coherent and effective in delivering development results while harmonizing business practices across agencies for increased efficiency.

There are twenty-two (22) UN entities and the RCO with physical presence in country and seven (7) who are non-resident. Those with physical presence in Uganda are FAO, IFAD, ILO, IOM, OHCHR, UNAIDS, UNCDF, UNDP, UNDSS, UNESCO, UNFCCC, UNFPA, UN Habitat, UN RCO, UNHCR, UNICEF, UNIDO, UNODC, UNOPS, UNV, UN Women, WFP and WHO. The Non-resident entities are IAEA, ITC, UNCTAD, UNDESA, UNDRR, UNECA, UNEP.

The BOS 2.0 in Uganda focuses on common services that are implemented jointly or delivered by one UN entity on behalf of one or more other UN entities. Common services in the following areas are identified for collaboration: Administration, including common Facilities/Premises; Human Resources; Information, Communications and Technology (ICT); Finance, and Procurement. As for the logistical services, OMT in UN Uganda has a working group where collaboration among agencies is starting in 2022 to be reported in the next cycle of review.

In the BOS2.0 Review in 2022, revisions were made mainly in the following areas, resulting in the reduction of the overall cost savings from Uganda for 5 years.

- UN Uganda conducted the review with fresh eyes and detailed analysis of contractual status in a participatory manner on the volume of contracts and expenditures (both realized and projected). In the process, some of the errors in the previous submission were also rectified, including “labor cost” where several agencies previously reported “expenditures” instead of “number of purchase orders”.
- UN Uganda, through a fully inclusive approach, had scrutinized areas where real collaborations are taking place to generate actual savings.

Through the process, it has clearly emerged that “LTA for Fuel” and “Internet Connectivity and VSAT” are the two major areas making the highest impact through collaborations, followed by “Travel Services”, “Conference and Event Management”, and “Mobile Phone Services”. 

The total estimated cost avoidance of Uganda is revised from USD 21.1 million USD to USD 2.7 million during the BOS annual review. In 2021, the UNCT was able to realize USD 1.7 million of cost avoidance.

The submission reflects the areas of the collaboration as well as projected figures more clearly than the previous BOS. It is also noted that most collaborations were found to be among those UN entities who are resident in Uganda. The review process itself also further helped to deepen knowledge of system-wide collaboration among participating agencies. The enhanced understanding on the efficiencies gains as well as options available for mutual recognition identified from the review process in the areas of logistical services, are expected to bring about the positive future behavioral change among UNCT in exploring and expanding collaboration in coming years. The UN in Uganda is also committed to allocate available human and financial resources to the continued implementation of the BOS 2.0."
UKR;Ukraine;30;2024-01-01;2024-03-31;"BOS was developed as a solution for simplification and harmonization of the UN system. It is one of the key pillars of the UN Reform initiated by the UN Secretary-General to ensure the achievement of the efficiency targets through the overall estimated cost reduction of USD 310 mln.

The impact of the UN programmes in Ukraine depends on the effectiveness, efficiency and cost of the operations that support these programmes. BOS is a critical tool to reinforce this link within the Ukraine complexity context that combines emergency and development elements. BOS is a results-based framework focusing on joint business operations to eliminate duplication, leverage the common bargaining power of the UN and maximize the economies of scale.

The Ukraine BOS runs parallel to and complements the UN-Ukraine Partnership Framework 2018-2022. The strategy was developed with the full participation of the OMT members, and it has received full endorsement of the Heads of UN Agencies here in Ukraine. The Operations Management Team (OMT) in Ukraine is well established and has an active Common Services portfolio.

Ukraine BOS focuses on the common services which are implemented jointly. It looks into Common HR, Administration, Finance, ICT, Procurement and Logistics Services. While many common services have been successfully implemented by the UN in Ukraine for more than a decade, which testifies to the solid business operations framework in action and delivering effective results, the Ukraine team looked into new efficiency solutions during the opportunity analysis discussions, which would contribute to quality delivery of the Ukraine UNSDCF. The BOS focuses primarily on efficiency gains and costs avoidance and aims to enhance internal transaction cost avoidance while simultaneously improving quality of services, including cost savings on externally sourced goods and services.

The Document is structured around 6 key result areas namely Admin and Logistics, Facilities Services, Finance, Procurement, ICT, and Human Resources. It focuses primarily on efficiency gains and reduction of costs. Through its proposed inter-agency activities, it is estimated that this BOS will achieve cost efficiencies of nearly US$5.5 million in total during the 2018-2022 cycle. By making the joint operational effort more efficient, less resources are used for day-to-day operations and more can be dedicated to assist with programmatic delivery.

While the BOS is originally designed to interface with the UNSDCF; taking programmatic requirements and translating these into impact on the operations effort, this BOS framework does not take programmatic requirements into account, as the Ukraine UNSDCF remains at the very broad outcome/output levels – i.e. without information that the OMT can translate into practical, operational impact and incorporate into the BOS outcomes. A BOS that engages a more detailed UNDAF may be considered in the next BOS/UNSDCF cycle.

That said, the OMT expects that successful implementation of the current BOS framework will indirectly support the Ukraine UNSDCF. By making the joint operational effort more efficient, less resources are used for day-to-day operations and more can be dedicated to assist with programmatic delivery. "
URY;Uruguay;395;2024-01-01;2024-03-31;"The Business Operations Strategy (BOS) is a key component of the Secretary-General's UN reform which seeks to reposition the UN development system through enhanced cooperation and collaboration across the UN and improved quality and efficiency of joint business operations. 

Uruguay Country Team developed its first BOS document in 2020 which mainly aimed at strategically improving the quality and efficiency of existing common services while identifying new opportunities in key development areas to bring a more integrated and efficient UN Country Team. 

The main objectives of the BOS are:
- Strengthening the links between programme and business operations by developing high quality and cost effective support services;
- Improving planning and implementation of joint business support services;
- Reducing operational costs by eliminating duplication, maximizing economies of scale and simplifying work processes across the UN.
- Improving the quality and timeliness of operational support to programme delivery.

The development of the BOS document has been a consultative and collaborative process under the coordination of the Operations Management Team. The first version of the BOS counted with the participation of 14 UN agencies, funds and programmes. The planning exercise was carried out from July to December 2020 through the following six OMT working groups:
- Human Resources - coordinated by UNFPA.
- Procurement - coordinated by UN Women.
- ICT - coordinated by UNESCO.
- Finance - coordinated by UNDP.
- Administrative Services and Common Premises - coordinated by UNICEF.
- Logistics - coordinated by UNIDO.

For the purpose of stocktaking the existing common services within the UN System, the analysis conducted only considers those services provided through local service level agreements (SLAs) or LTAs with service providers that were jointly established by more than one UN agency. Therefore, the assessment does not include any services provided through corporate agreements at HQ level or LTAs from single UN agencies that are available for piggybacking through mutual recognition principles. Following this approach, the BOS document brings a real picture of current collaboration and integration of UN operations in the country and becomes a valuable tool to define an action plan to achieve higher collaboration and synergies for the UN Country Team, in addition to the existing mutual recognition of processes across the UNCT.

Since 2022 the Country Team has conducted annual revisions of the BOS with the objective of monitoring progress on the implementation of agreed common services, reporting on the benefits and quality improvements achieved, as well as identifying new areas of collaboration and integration to strengthen Country Team operations. 

The latest version of the BOS counts with the participation of 19 UN agencies, funds and programmes, which are collaborating in 31 service lines, with 71 identified activities that are completed and/or in progress. From such collaboration, the UNCT estimates cost savings for approximately USD 120,000 by 2025, of which USD 36,000 have already been materialized.
"
UZB;Uzbekistan;396;2024-01-01;2024-03-31;"UN Country Team (UNCT) in Uzbekistan has agreed to develop Business Operations Strategy (BOS) for 2018-2020 within the existing United Nations Development Assistance Framework (UNDAF) between the Government of Uzbekistan and the United Nations System for the period 2016-2020. The BOS Roadmap as developed y Operations Management Team( OMT) reflecting the UNCTs collective agreement to jointly lead and resource a BOS process. The BOS Roadmap was developed according to the principles of effectiveness, efficiency, access to services and quality, moving from mechanical compliance to risk-based approach. 
It should be noted that many UN operations in Uzbekistan are already delivered in the spirit of Deliver as One. But there is a need to build on existing expertise and expand into areas that have potential to yield significant gains in terms of money, time and efforts. 
The BOS preparation process was kicked off with a 2-day workshop on October 11-12 in Tashkent. An extended team of OMT members, UNRC office personnel, as well as international and national consultants attended the workshop. The workshop not only familiarized participants with the concept of BOS and general framework, but also allowed participants to develop common understanding regarding the BOS process. 5 sub-groups in finance, procurement, human resources, IT, admin/logistics.

The subsequent cost-benefit analysis (CBA) identified relative pros and cons of each service line and allowed to prioritize new services. CBA showed that the overall impact of the new common services, proposed as a result of the needs and opportunities analysis, is estimated to bring the net total benefits in the amount of US$245,000 by 2021.

UNCT and OMT have also committed to the BOS end-of-cycle evaluation that will be synchronized with the final evaluation of the UNDSAF 2016-2020. It will assess the level of the BOS targets achievement against key performance indicators in terms of costs avoided and quality enhanced. The evaluation will consider the organization, coordination, relevance, efficiency, effectiveness, impact and sustainability of the BOS, highlighting lessons learned and providing recommendations for the next common business operations cycle.

OMT has conducted BOS Annual Review and has also worked on new BOS common areas for cooperation as detailed below.

Uzbekistan is a strategically important country that has a strong UN presence with a sizable program and operational outlay. In total, it has 13 UN agencies with a total staff strength of about 250 personnel.  Despite Covid’s negative impact on the work of the UN during last two years, growth of UN operations is expected to pick up again from 2022 onwards. Implementation of BOS in Uzbekistan that started in its first phase in 2018 and 2019, continued until the end of 2021. A detailed evaluation of the existing BOS achievements is being undertaken by the OMT and it is expected that majority of planned activities were undertaken in a successful manner despite the pandemic. . In parallel, the OMT started working on BOS 2.0 towards the end of 2021. The process of BOS 2.0 was kicked off with a one-day online workshop in mid Oct that was attended OMT members, key members of the operations team of UN agencies, and some members of the UNCT. The participants were briefed on the new BOS 2.0 requirements and online platform. In order to work on BOS 2.0, five groups were formed, namely: Procurement, Finance, Admin & Logistics, HR and ICT.  Group members reviewed the existing activities under ongoing BOS and identified some new areas of collaboration. Following the kick off meeting, a comprehensive consultative process took place ,  performing an in-depth stock take of existing collaborations and identify new areas of collaboration that were considered crucial for the operations in the country. In addition, due consideration was given during the identification process to include as much as possible the “highly recommended” and ""SDG impact"" status services as listed in the BOS 2.0 platform.

Despite year end closing that directly impacted many participating staff, consultative process continued, and groups agreed that 12 existing services included in the exiting BOS will continue under BOS 2.0 with some minor adjustments. Two services were agreed to be discontinued due to its minimal monetary and qualitative benefit. Groups also identified 15 new common services which included many “SDG Impact” and “highly recommended” services such as evaluation of UN venues for ensuring access to persons with disabilities (PWD) and conducting a review of UN offices for their accessibility to persons with disabilities. At the same time, Procurement agreed to incorporate gender responsive procurement practices, especially encouraging women owned businesses to participate in the UN procurement bids. Also, it was agreed to collaborate on ""green IT"" that ensures that all disposal of IT equipment is done in an environmentally friendly manner. The new collaboration will ensure disposal of older equipment according to environmental recommendations. Finally, ECMM evaluation of UN Offices will be undertaken to reduce use of energy resources and related costs. Though, most of the collaborations will be performed using existing resources  some of these services will require an investment ranging between $3,000 to $20,000 to be shared among participating agencies over a period of 3 years. However, these services will bring a major improvement in quality of work of the UN in various domains as well as achieve cost avoidance of about USD 300,000 during the years 2022-2024. 

The implementation of these services has been distributed over three years to ensure full potential of these services remains attainable. The majority of the existing and new services will start implementation in 2022, while the remaining 7 new services will be implemented from 2023. It is expected that implementation of these services will not only bring considerable improvement in quality of UN operation but at the same time infuse a spirit of working as one among the participating agencies.

OMT Uzbekistan has started Annual Review exercise of its BOS strategy for year 2022 and has held its first meeting with participation of several new UN agencies such as IOM and UNOPS. OMT WGs are reviewing the common activities planned for 2022 under the guidance of the OMT and the BOS regional advisor. OMT will review the works of 5 WGs- HR, procurement, Admin-Logistics, Finance and IT and will present Annual Review results of BOS of 2022 to the UNCT review and endorsement by the end of March 2023. "
VEN;Venezuela;423;2024-01-01;2024-03-31;"The Business Operations Strategy (BOS) is a results-based framework that focuses on joint business operations with the aim of eliminating duplication, leveraging the UN's common negotiating power, and maximizing economies of scale. 

Venezuela's BOS roadmap began with an introductory workshop in March 2020 for OMT members and members of the six working groups, resulting in an approved strategy on February 03, 2021. 

The implementation of the BOS over the next three years aims to support the UNCT in establishing quality and cost-effective common services, serving as a fundamental support for the advancement of the activities, programs and projects of the different agencies, specifically in the Cooperation Framework, which in turn will result in the achievement of the Sustainable Development Goals (SDGs).

In this regard, the United Nations Country Team in Venezuela, together with the OMT and its six Working Groups have reviewed the strategy and report that by 2021-2022 results were obtained in the Logistics team with a benefit of USD 142,675 since the agencies achieved an interagency LTA in their three (3) services identified as harmonized customs clearance, overland cargo transport and storage and warehouse management services, being the first working group on developing an LTA in group. In this sense, a benefit of USD 1,095,609 is projected to be achieved during the strategy. 

In the case of Procurement, Administration, and ICT services, it is reported that according to the eight (8) services incorporated and projected to be implemented in 2022, the teams did not obtain benefits for the past year after the non-generation of inter-agency LTAs. Nonetheless, agencies change their services leaders to launch the process of LTAs and have them for 2023. 

The Finance working group maintains only two (2) services; and Procurement working group maintain the use of two (2) databases corresponding to LTAs and vendors, which are an important input for the agencies' day-to-day operations. 

As for new services incorporated in this review, the Human Resources working group incorporated a new service called Common Internship Programmes, which seeks to develop and promote internship and volunteer programmes in compliance with LNOB task force, in order to reach up to 2% of youth workforce representation in the organization, thus encouraging Leaving No One Behind

In summary, seven (7) services were re-subjected to a cost-benefit analysis (CBA), which resulted in an estimate of avoided costs of USD 3,113,649 in the remaining four (4) years of the strategy, resulting in a relevant increase after the incorporation of new agencies in the strategy as is the case of IOM, OCHA, OHCHR, PAHO and WFP in procurement, administration and logistics services; as well as updated projections of all agencies involved after the reactivation and increase of their operations in the last year. The other services do not result in cost savings but focus on improving the quality of service to an average level 4 on a scale of 1 to 5. 

The UNCT has expressed its commitment to move forward with the BOS in Venezuela, with the objective of achieving an agile, efficient and effective UN.


Working groups comments
Although the BOS has brought good opportunities in terms of generating spaces for the exchange of information and experiences for their operations, they express the importance of recognizing more the work done by each focal point of the working groups in carrying out the BOS strategy and to dedicate a workspace to achieve the planned joint services to obtain better or greater benefits through joint work. 2022 was a year of great experiences and learning in terms of harmonizing teamwork and duly planning services according to the working and operational capacities of the agencies.  For this reason, in this review there are no major changes to what was stipulated in 2021 since the teams wish to conclude and achieve the proposed objectives and results, to incorporate new opportunities in the next reviews, always having as a transversal guide the objectivity to achieve the expected results in the stipulated time."
VNM;Viet Nam;397;2024-01-01;2024-03-31;"The Viet Nam BOS represents the efforts of the Operations Management Team (OMT) in Viet Nam as supported by the UN Country Team (UNCT) to establish a strategic framework for common business operations. With the participation of all UN resident agencies in Viet Nam (FAO, IFAD, ILO, IOM, UNAIDS, UNDP, UNDSS, UNESCO, UNFPA, UNHABITAT, UNICEF, UNIDO, UNODC, UN/RCO, UNWOMEN and WHO), it was developed in alignment with the Viet Nam Sustainable Development Cooperation Framework (UNSDCF) 2022-2026. This BOS considers lessons learned from the previous year BOS. Following DCO guidance, items being currently managed by the Vietnam Common Back Office Unit including common services established to meet the specific needs of agencies based within and outside the Green One UN House (GOUNH) are not captured in this exercise. It shall be reported separately.

The BOS Review exercise for 2023 follows DCO annual review methodology which provides the OMT with the tools to monitor and review its approach to remain relevant and updated by data and analysis provided by the OMT working groups.

The OMT and its working groups assessed all common services across the six strategic priority outcomes and for this year is focusing in 3 areas listed below:
- Common Procurement
- Common Human Resources
- Common Finance

Following the track of the successful previous BOS cycle, the Viet Nam 2023 BOS aims to consolidate the country improvement of business operations, ensuring timely and professional programme delivery by continuing leveraging the common position of the UN, strengthening efforts to reduce duplication of processes and staff time, while maximizing economies of scale. Calculations were prepared by the OMT WGs and cleared by OMT members based on the pre-approved CBA Methodology which aligns with the DCO BOS Framework. Data presented are estimates conducted by the WGs’ members based on their knowledge on the business processes of their own agencies and several assumptions. However, considerations were raised by the UNCT on the validity of the CBA methodology requiring in depth discussions and alignments. These data, therefore, may not necessarily reflect the actual costs avoided by individual participating agencies, but provide an evidence-based analysis that help WGs to decide the way forward and prioritize common services.

We also would like to register the UNCT and OMT team concerns on the BOS 2.0 limitations and technical glitches which made the overall process not as efficient as it should.

UN Vietnam stands ready to organize or to contribute to a learning session with other UNCTs/OMT to exchange experiences on BOS 2.0. There is an urgent need to understand structural challenges at the field level and to urgently improve our collective ability to achieve operational efficiencies. Concretely, we need to better define and capture “savings” and continually adapt our methodologies and metrics in this important endeavor."
